candidate_id,validation_mae,validation_rmse,validation_r2,validation_macro_f1,validation_accuracy,training_seconds,parameters
REG_XGB_06,1.2752527085026575,2.000113700423713,0.7312595597221451,0.552391347860662,0.5877899877899878,3.7427741999854334,"{""n_estimators"": 350, ""learning_rate"": 0.05, ""max_depth"": 9, ""min_child_weight"": 3, ""subsample"": 0.9, ""colsample_bytree"": 0.9}"
REG_XGB_05,1.2723021199736546,1.9842393796796067,0.7355084608309368,0.5495104121523392,0.5875457875457876,3.4844974000006914,"{""n_estimators"": 400, ""learning_rate"": 0.04, ""max_depth"": 8, ""min_child_weight"": 5, ""subsample"": 0.9, ""colsample_bytree"": 0.85}"
REG_XGB_04,1.2787609865430256,1.9738727217705134,0.738264913327683,0.5441831593313208,0.5846459096459097,2.6405996000103187,"{""n_estimators"": 350, ""learning_rate"": 0.05, ""max_depth"": 7, ""min_child_weight"": 3, ""subsample"": 0.9, ""colsample_bytree"": 0.9}"
REG_XGB_03,1.2870344672240634,1.9992801580541826,0.7314835068569983,0.5394309453759382,0.5821123321123322,3.835473399987677,"{""n_estimators"": 500, ""learning_rate"": 0.03, ""max_depth"": 7, ""min_child_weight"": 3, ""subsample"": 0.9, ""colsample_bytree"": 0.9}"
REG_XGB_02,1.2979797210189559,2.014561947983279,0.7273629286168013,0.5358094136281522,0.5803724053724054,3.1547736000211444,"{""n_estimators"": 400, ""learning_rate"": 0.03, ""max_depth"": 7, ""min_child_weight"": 1, ""subsample"": 0.9, ""colsample_bytree"": 0.9}"
REG_XGB_01,1.3586241471295737,2.0803562941026534,0.7092638083750697,0.51128108642624,0.5615079365079365,1.9615393999847583,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 5, ""min_child_weight"": 1, ""subsample"": 0.9, ""colsample_bytree"": 0.9}"
